,Name,Type,Constellation,Rise,Set,Duration,Magnitude
3181,NGC5820,G,Boo,22,0,3.13,12.24
1956,NGC0828,G,And,0,3,4.17,12.24
3254,NGC5957,G,Se1,22,23,1.04,12.25
2006,NGC0910,G,And,0,3,4.17,12.25
4511,NGC7716,G,Psc,0,4,4.17,12.25
2572,NGC2552,G,Lyn,4,6,2.09,12.25
2580,NGC2629,G,UMa,22,6,9.39,12.26
3188,NGC5832,G,UMi,22,6,9.39,12.26
1719,NGC0499,G,Psc,0,6,7.3,12.27
1847,NGC0677,G,Ari,1,6,5.22,12.27
4314,NGC7497,G,Peg,23,5,7.3,12.28
3806,NGC6689,G,Dra,23,6,8.35,12.28
3217,NGC5899,G,Boo,22,0,2.09,12.28
1582,NGC0296,G,Psc,0,6,7.3,12.29
2986,NGC5380,G,CVn,22,23,1.04,12.29
2903,NGC5023,G,CVn,22,23,1.04,12.29
1452,NGC0080,G,And,0,6,7.3,12.3
2095,NGC1024,G,Ari,2,6,4.17,12.3
1524,NGC0193,G,Psc,1,5,4.17,12.3
3858,NGC6778,PN,Aql,22,0,3.13,12.3
2170,NGC1132,G,Eri,3,6,3.13,12.3
3929,NGC6894,PN,Cyg,22,3,6.26,12.3
1839,NGC0669,G,Tri,0,6,7.3,12.3
334,IC0529,G,Cam,22,6,9.39,12.3
3515,NGC6269,G,Her,22,0,3.13,12.31
2927,NGC5218,G,UMa,22,0,3.13,12.32
2641,NGC2857,G,UMa,5,6,1.04,12.32
2767,NGC3838,G,UMa,22,23,1.04,12.32
2783,NGC3972,G,UMa,22,23,1.04,12.32
1925,NGC0788,G,Cet,4,5,1.04,12.33
2982,NGC5376,G,UMa,22,0,3.13,12.33
2998,NGC5406,G,CVn,22,23,1.04,12.33
4246,NGC7416,G,Aqr,0,2,2.09,12.33
3346,NGC6068,G,UMi,22,6,9.39,12.34
1852,NGC0684,G,Tri,0,6,6.26,12.34
4547,NGC7768,G,Peg,23,6,8.35,12.34
1485,NGC0125,G,Psc,1,5,4.17,12.34
2209,NGC1211,G,Cet,4,6,2.09,12.35
2118,NGC1056,G,Ari,1,6,5.22,12.35
1558,NGC0245,G,Cet,2,5,3.13,12.35
4578,NGC7798,G,Peg,0,6,7.3,12.35
3778,NGC6660,G,Her,22,1,4.17,12.36
2612,NGC2701,G,UMa,5,6,1.04,12.36
1755,NGC0536,G,And,0,6,7.3,12.37
1608,NGC0337A,G,Cet,3,4,1.04,12.37
2316,NGC1485,G,Cam,22,6,9.39,12.37
2283,NGC1343,G,Cas,22,6,9.39,12.37
4046,NGC7080,G,Vul,22,4,7.3,12.38
4073,NGC7137,G,Peg,22,4,7.3,12.38
3711,NGC6555,G,Her,22,0,3.13,12.39
2514,NGC2415,G,Lyn,5,6,1.04,12.39
2566,NGC2543,G,Lyn,5,6,1.04,12.39
2955,NGC5320,G,CVn,22,23,1.04,12.4
3841,NGC6749,GCl,Aql,22,0,3.13,12.4
2363,NGC1625,G,Eri,5,6,1.04,12.4
3493,NGC6239,G,Her,23,1,3.13,12.4
2324,NGC1507,G,Eri,5,6,1.04,12.41
1901,NGC0753,G,And,0,6,7.3,12.41
2056,NGC0976,G,Ari,1,6,5.22,12.41
3964,NGC6951,G,Cep,22,6,9.39,12.41
2047,NGC0969,G,Tri,0,6,6.26,12.41
1939,NGC0803,G,Ari,1,6,5.22,12.41
1829,NGC0658,G,Psc,1,6,5.22,12.41
3563,NGC6338,G,Dra,0,3,4.17,12.42
2451,NGC2273,G,Lyn,1,6,5.22,12.42
4531,NGC7743,G,Peg,0,5,6.26,12.43
1573,NGC0275,G,Cet,3,4,1.04,12.43
3105,NGC5656,G,Boo,22,23,1.04,12.43
2331,NGC1530A,G,Cam,22,6,9.39,12.43
3195,NGC5859,G,Boo,22,23,1.04,12.43
1989,NGC0881,G,Cet,4,5,1.04,12.44
1398,NGC0014,G,Peg,0,6,7.3,12.44
3252,NGC5953,G,Se1,22,23,1.04,12.45
2251,NGC1278,G,Per,0,3,3.13,12.45
1856,NGC0693,G,Psc,2,6,4.17,12.45
1029,IC2166,G,Lyn,1,6,5.22,12.45
2546,NGC2488,G,Lyn,3,6,3.13,12.45
3413,NGC6137,G,CrB,22,0,3.13,12.45
3096,NGC5633,G,Boo,22,0,2.09,12.46
1798,NGC0600,G,Cet,3,4,1.04,12.46
3244,NGC5936,G,Se1,22,23,1.04,12.46
2065,NGC0990,G,Ari,2,6,4.17,12.46
1907,NGC0765,G,Ari,0,6,6.26,12.47
2087,NGC1015,G,Cet,3,6,3.13,12.47
1633,NGC0380,G,Psc,0,6,7.3,12.48
4129,NGC7248,G,Lac,22,6,9.39,12.48
2042,NGC0959,G,Tri,0,3,3.13,12.48
1713,NGC0493,G,Cet,2,6,4.17,12.48
4328,NGC7515,G,Peg,0,5,6.26,12.48
2033,NGC0941,G,Cet,3,6,3.13,12.49
2748,NGC3682,G,Dra,22,6,9.39,12.49
3500,NGC6246A,G,Dra,23,2,4.17,12.49
1561,NGC0252,G,And,0,6,7.3,12.49
3204,NGC5874,G,Boo,22,1,4.17,12.49
2753,NGC3735,G,Dra,22,6,9.39,12.5
3919,NGC6879,PN,Sge,22,2,5.22,12.5
3221,NGC5905,G,Dra,22,1,4.17,12.5
1700,NGC0473,G,Psc,0,6,6.26,12.5
1949,NGC0818,G,And,0,6,7.3,12.51
2479,NGC2329,G,Lyn,3,6,3.13,12.51
2777,NGC3913,G,UMa,22,23,1.04,12.51
1774,NGC0564,G,Cet,2,5,3.13,12.51
1037,IC2179,G,Cam,1,6,5.22,12.51
1869,NGC0706,G,Psc,2,6,4.17,12.52
2847,NGC4500,G,UMa,22,0,2.09,12.52
3420,NGC6146,G,Her,22,0,3.13,12.52
4223,NGC7386,G,Peg,23,4,6.26,12.52
3239,NGC5930,G,Boo,22,0,3.13,12.53
1436,NGC0063,G,Psc,0,6,6.26,12.53
3088,NGC5623,G,Boo,22,23,1.04,12.53
4005,NGC7015,G,Equ,22,3,6.26,12.53
3076,NGC5602,G,Boo,22,0,2.09,12.53
2486,NGC2337,G,Lyn,4,6,2.09,12.53
1853,NGC0687,G,And,0,6,7.3,12.53
2361,NGC1622,G,Eri,5,6,1.04,12.53
1670,NGC0430,G,Cet,2,5,3.13,12.53
1849,NGC0679,G,And,0,6,7.3,12.54
1646,NGC0393,G,And,23,6,8.35,12.54
4280,NGC7458,G,Psc,0,4,5.22,12.54
3681,NGC6500,G,Her,22,0,3.13,12.54
4481,NGC7680,G,Peg,22,6,9.39,12.54
4484,NGC7683,G,Peg,0,5,6.26,12.55
2216,NGC1222,G,Eri,4,6,2.09,12.55
2491,NGC2347,G,Cam,1,6,5.22,12.55
1455,NGC0083,G,And,0,6,7.3,12.55
4156,NGC7292,G,Peg,22,6,9.39,12.56
127,IC0179,G,And,0,6,7.3,12.56
3936,NGC6906,G,Aql,22,2,5.22,12.56
4130,NGC7250,G,Lac,22,6,9.39,12.56
4426,NGC7611,G,Psc,0,5,6.26,12.56
1972,NGC0855,G,Tri,0,6,6.26,12.56
323,IC0467,G,Cam,22,6,9.39,12.57
2260,NGC1289,G,Eri,4,6,2.09,12.57
1513,NGC0182,G,Psc,1,5,4.17,12.57
2789,NGC3990,G,UMa,22,23,1.04,12.58
2869,NGC4686,G,UMa,22,23,1.04,12.59
1686,NGC0452,G,Psc,0,6,7.3,12.59
4292,NGC7469,G,Peg,0,4,5.22,12.59
1617,NGC0352,G,Cet,2,5,3.13,12.59
1560,NGC0251,G,Psc,0,6,7.3,12.6
2203,NGC1193,OCl,Per,0,3,3.13,12.6
3908,NGC6852,PN,Aql,22,1,4.17,12.6
2394,NGC1762,G,Ori,5,6,1.04,12.6
4446,NGC7634,G,Peg,0,5,6.26,12.61
2439,NGC2208,G,Aur,2,6,4.17,12.61
3949,NGC6928,G,Del,22,2,5.22,12.61
1464,NGC0095,G,Psc,0,6,6.26,12.61
1066,IC2233,G,Lyn,5,6,1.04,12.61
1843,NGC0673,G,Ari,1,6,5.22,12.62
2544,NGC2476,G,Lyn,5,6,1.04,12.62
1840,NGC0670,G,Tri,0,6,6.26,12.62
2369,NGC1642,G,Tau,5,6,1.04,12.62
3579,NGC6359,G,Dra,0,4,5.22,12.62
1562,NGC0257,G,Psc,0,6,6.26,12.62
2948,NGC5301,G,CVn,22,23,1.04,12.63
3785,NGC6667,G,Dra,0,6,7.3,12.63
2516,NGC2424,G,Lyn,5,6,1.04,12.63
3768,NGC6646,G,Lyr,0,2,3.13,12.64
1897,NGC0748,G,Cet,3,6,3.13,12.64
1523,NGC0192,G,Cet,1,5,4.17,12.64
1934,NGC0797 NED02,G,And,0,6,7.3,12.64
2489,NGC2342,G,Gem,5,6,1.04,12.64
2189,NGC1167,G,Per,0,4,4.17,12.64
3378,NGC6095,G,Dra,22,3,6.26,12.65
1530,NGC0200,G,Psc,1,5,4.17,12.65
4464,NGC7660,G,Peg,23,6,8.35,12.65
3871,NGC6796,G,Dra,1,6,5.22,12.65
2717,NGC3445,G,UMa,22,6,9.39,12.66
1503,NGC0160,G,And,0,6,7.3,12.66
1854,NGC0688,G,Tri,0,6,7.3,12.67
2845,NGC4441,G,Dra,22,6,9.39,12.67
4559,NGC7779,G,Psc,0,5,5.22,12.67
2229,NGC1248,G,Eri,4,6,2.09,12.67
1585,NGC0304,G,And,0,6,7.3,12.67
2561,NGC2532,G,Lyn,5,6,1.04,12.67
2967,NGC5347,G,CVn,22,23,1.04,12.68
3722,NGC6577,G,Her,22,1,4.17,12.68
193,IC0257,G,Per,0,3,4.17,12.68
4023,NGC7046,G,Equ,23,2,4.17,12.68
286,IC0391,G,Cam,22,6,9.39,12.68
1964,NGC0842,G,Cet,4,5,1.04,12.69
2081,NGC1004,G,Cet,3,6,3.13,12.69
4310,NGC7490,G,Peg,22,6,9.39,12.69
2653,NGC2959,G,UMa,22,6,9.39,12.69
2559,NGC2524,G,Lyn,5,6,1.04,12.7
1609,NGC0338,G,Psc,0,6,7.3,12.7
4467,NGC7664,G,Peg,23,6,8.35,12.7
3855,NGC6772,PN,Aql,22,0,2.09,12.7
2705,NGC3353,G,UMa,22,6,9.39,12.7
3716,NGC6570,G,Oph,22,0,3.13,12.7
2166,NGC1128 NED02,G,Cet,3,6,3.13,12.7
238,IC0310,G,Per,0,3,3.13,12.71
1645,NGC0392,G,Psc,0,6,7.3,12.71
4083,NGC7156,G,Peg,23,3,5.22,12.71
1745,NGC0523,G,And,0,6,7.3,12.71
2387,NGC1713,G,Ori,5,6,1.04,12.71
2697,NGC3259,G,UMa,22,6,9.39,12.72
2359,NGC1618,G,Eri,5,6,1.04,12.72
3119,NGC5684,G,Boo,22,23,1.04,12.72
1931,NGC0794,G,Ari,1,6,5.22,12.73
3297,NGC6020,G,Se1,22,0,2.09,12.73
1903,NGC0759,G,And,0,6,7.3,12.73
4205,NGC7362,G,Peg,23,4,6.26,12.74
4461,NGC7653,G,Peg,23,5,7.3,12.74
2786,NGC3978,G,UMa,22,6,9.39,12.74
1514,NGC0183,G,And,0,6,7.3,12.74
2609,NGC2692,G,UMa,5,6,1.04,12.75
3048,NGC5520,G,Boo,22,0,2.09,12.75
1499,NGC0145,G,Cet,2,4,2.09,12.75
2977,NGC5362,G,CVn,22,23,1.04,12.76
4558,NGC7778,G,Psc,0,5,5.22,12.76
1632,NGC0379,G,Psc,0,6,7.3,12.76
2924,NGC5205,G,UMa,22,0,3.13,12.77
2816,NGC4194,G,UMa,22,23,1.04,12.77
2288,NGC1358,G,Eri,5,6,1.04,12.78
2636,NGC2820,G,UMa,22,6,9.39,12.78
2722,NGC3471,G,UMa,22,6,9.39,12.78
1778,NGC0570,G,Cet,2,6,4.17,12.79
4473,NGC7671,G,Peg,0,5,6.26,12.79
4541,NGC7757,G,Psc,0,5,5.22,12.79
1722,NGC0502,G,Psc,1,6,5.22,12.79
4475,NGC7673,G,Peg,23,6,8.35,12.79
3281,NGC5996,G,Se1,22,23,1.04,12.79
1587,NGC0307,G,Cet,2,5,3.13,12.79
4427,NGC7612,G,Peg,0,5,6.26,12.79
1494,NGC0137,G,Psc,0,6,6.26,12.79
3365,NGC6086,G,CrB,22,0,2.09,12.8
2196,NGC1175,G,Per,0,3,3.13,12.8
3390,NGC6109,G,CrB,22,0,3.13,12.81
561,IC1269,G,Her,22,0,3.13,12.82
151,IC0200,G,Tri,0,6,6.26,12.82
3476,NGC6217,G,UMi,22,6,9.39,12.82
2028,NGC0935,G,Ari,1,6,5.22,12.82
2453,NGC2273B,G,Lyn,2,6,4.17,12.82
4437,NGC7623,G,Peg,0,5,6.26,12.82
3738,NGC6599,G,Her,22,1,4.17,12.82
2185,NGC1160,G,Per,0,3,3.13,12.82
4376,NGC7563,G,Peg,0,5,6.26,12.83
2230,NGC1250,G,Per,0,3,3.13,12.83
2172,NGC1137,G,Cet,3,6,3.13,12.84
4490,NGC7691,G,Peg,0,5,6.26,12.85
1714,NGC0494,G,Psc,0,6,7.3,12.85
2763,NGC3796,G,UMa,22,6,9.39,12.86
2750,NGC3690A,G,UMa,22,6,9.39,12.86
3505,NGC6255,G,Her,22,1,4.17,12.87
2379,NGC1671,G,Ori,5,6,1.04,12.88
2255,NGC1282,G,Per,0,4,4.17,12.88
2428,NGC2146A,G,Cam,22,6,9.39,12.89
3596,NGC6379,G,Her,22,0,3.13,12.89
232,IC0302,G,Cet,3,6,3.13,12.89
1667,NGC0426,G,Cet,2,5,3.13,12.89
4536,NGC7750,G,Psc,0,5,5.22,12.89
2667,NGC3066,G,UMa,22,6,9.39,12.89
2004,NGC0906,G,And,0,3,4.17,12.9
3808,NGC6691,G,Dra,0,4,4.17,12.9
4455,NGC7647,G,Peg,23,5,7.3,12.9
3951,NGC6930,G,Del,22,2,5.22,12.9
3852,NGC6765,PN,Lyr,22,2,5.22,12.9
1771,NGC0560,G,Cet,2,5,3.13,12.9
3337,NGC6058,PN,Her,22,0,3.13,12.9
4514,NGC7720 NED01,G,Peg,23,6,8.35,12.91
2352,NGC1588,G,Tau,5,6,1.04,12.91
3461,NGC6196,G,Her,22,0,3.13,12.91
2567,NGC2544,G,Cam,22,6,9.39,12.91
440,IC1151,G,Se1,22,23,1.04,12.92
1571,NGC0273,G,Cet,3,4,1.04,12.92
2505,NGC2389,G,Gem,5,6,1.04,12.92
3590,NGC6372,G,Her,22,0,3.13,12.92
1387,NGC0001,G,Peg,23,6,8.35,12.93
3125,NGC5695,G,Boo,22,23,1.04,12.93
325,IC0470,**,Lyn,4,6,2.09,12.93
2304,NGC1441,G,Eri,5,6,1.04,12.93
3999,NGC7001,G,Aqr,23,1,3.13,12.93
3310,NGC6030,G,Her,22,23,1.04,12.93
3270,NGC5981,G,Dra,22,2,5.22,12.93
2992,NGC5394,G,CVn,22,23,1.04,12.94
1638,NGC0385,G,Psc,0,6,7.3,12.94
3822,NGC6711,G,Dra,0,3,3.13,12.94
1744,NGC0522,G,Psc,1,6,5.22,12.95
3976,NGC6964,G,Aqr,22,1,4.17,12.95
3109,NGC5667,G,Dra,22,1,4.17,12.95
4350,NGC7539,G,Peg,23,6,8.35,12.95
4456,NGC7648,G,Peg,0,5,6.26,12.95
4388,NGC7576,G,Aqr,1,3,2.09,12.95
4171,NGC7320,G,Peg,22,6,9.39,12.96
1534,NGC0204,G,Psc,1,5,4.17,12.96
2872,NGC4707,G,CVn,22,23,1.04,12.97
2942,NGC5289,G,CVn,22,23,1.04,12.97
2562,NGC2534,G,Lyn,4,6,2.09,12.97
4315,NGC7499,G,Psc,0,4,5.22,12.98
4179,NGC7328,G,Peg,23,4,6.26,12.98
3230,NGC5912,G,UMi,22,6,9.39,12.98
2241,NGC1267,G,Per,0,3,3.13,12.98
1531,NGC0201,G,Cet,1,5,4.17,12.99
2803,NGC4121,G,Dra,22,6,9.39,12.99
3638,NGC6447,G,Her,23,1,3.13,12.99
2213,NGC1219,G,Cet,3,6,3.13,12.99
4284,NGC7460,G,Psc,0,4,5.22,12.99
2616,NGC2726,G,UMa,4,6,2.09,13.0
1590,NGC0311,G,Psc,0,6,7.3,13.0
350,IC0875,G,UMa,22,0,2.09,13.0
4247,NGC7419,OCl,Cep,22,6,9.39,13.0
863,IC1733,G,Tri,0,6,7.3,13.01
2599,NGC2684,G,UMa,5,6,1.04,13.01
3979,NGC6967,G,Aqr,22,1,4.17,13.01
3077,NGC5603,G,Boo,22,0,2.09,13.01
3328,NGC6051,G,Se1,22,0,2.09,13.02
2780,NGC3958,G,UMa,22,23,1.04,13.02
1717,NGC0497,G,Cet,2,6,4.17,13.02
1781,NGC0575,G,Psc,0,6,6.26,13.02
1568,NGC0268,G,Cet,2,4,2.09,13.03
2243,NGC1270,G,Per,0,3,3.13,13.03
3298,NGC6021,G,Se1,22,23,1.04,13.03
1323,IC5285,G,Peg,23,6,8.35,13.03
2465,NGC2290,G,Gem,4,6,2.09,13.03
2774,NGC3895,G,UMa,22,6,9.39,13.03
577,IC1291,G,Dra,0,3,3.13,13.03
4165,NGC7316,G,Peg,22,5,8.35,13.04
2147,NGC1101,G,Cet,3,6,3.13,13.05
1875,NGC0714,G,And,0,6,7.3,13.05
1961,NGC0834,G,And,0,6,7.3,13.05
1838,NGC0668,G,And,0,6,7.3,13.05
2480,NGC2330,G,Lyn,3,6,3.13,13.05
3821,NGC6710,G,Lyr,22,2,5.22,13.06
2842,NGC4384,G,UMa,22,23,1.04,13.06
4425,NGC7610,G,Peg,0,5,6.26,13.06
2798,NGC4081,G,UMa,22,6,9.39,13.06
3887,NGC6821,G,Aql,23,0,1.04,13.07
2765,NGC3835,G,UMa,22,6,9.39,13.07
1938,NGC0801,G,And,0,6,7.3,13.07
4445,NGC7631,G,Peg,0,5,6.26,13.08
1637,NGC0384,G,Psc,0,6,7.3,13.08
2613,NGC2710,G,UMa,4,6,2.09,13.08
2663,NGC3057,G,Dra,22,6,9.39,13.09
202,IC0267,G,Ari,2,6,4.17,13.09
3194,NGC5857,G,Boo,22,23,1.04,13.09
2286,NGC1349,G,Tau,3,6,3.13,13.09
4031,NGC7056,G,Peg,22,4,7.3,13.09
4027,NGC7052,G,Vul,22,4,7.3,13.09
2554,NGC2521,G,Lyn,3,6,3.13,13.1
3549,NGC6314,G,Her,22,0,3.13,13.1
1507,NGC0169,G,And,0,6,7.3,13.1
592,IC1311,OCl,Cyg,22,4,7.3,13.1
3904,NGC6842,PN,Vul,22,3,6.26,13.1
2543,NGC2475,G,Lyn,4,6,2.09,13.11
2099,NGC1029,G,Ari,2,6,4.17,13.11
4438,NGC7624,G,Peg,23,6,8.35,13.11
1963,NGC0841,G,And,0,6,7.3,13.12
4313,NGC7495,G,Peg,0,5,6.26,13.12
209,IC0277,G,Cet,3,6,3.13,13.12
2666,NGC3065,G,UMa,22,6,9.39,13.12
2545,NGC2484,G,Lyn,5,6,1.04,13.13
3235,NGC5923,G,Boo,22,0,3.13,13.13
3300,NGC6023,G,Se1,22,23,1.04,13.13
2740,NGC3622,G,UMa,22,6,9.39,13.13
898,IC1784,G,Tri,0,6,6.26,13.14
1789,NGC0586,G,Cet,3,5,2.09,13.14
146,IC0195,G,Ari,1,6,5.22,13.15
4327,NGC7514,G,Peg,22,6,9.39,13.15
4486,NGC7685,G,Psc,0,4,4.17,13.16
4480,NGC7679,G,Psc,0,4,4.17,13.16
1786,NGC0582,G,Tri,0,6,7.3,13.16
2246,NGC1273,G,Per,0,3,3.13,13.16
2222,NGC1233,G,Per,0,4,4.17,13.16
2212,NGC1218,G,Cet,3,6,3.13,13.16
4391,NGC7578A,G,Peg,23,5,7.3,13.17
3967,NGC6954,G,Del,22,2,5.22,13.17
1760,NGC0543,G,Cet,2,6,4.17,13.17
2464,NGC2289,G,Gem,4,6,2.09,13.18
3330,NGC6052 NED01,G,Her,22,0,2.09,13.18
4403,NGC7591,G,Psc,0,4,5.22,13.18
2867,NGC4669,G,UMa,22,23,1.04,13.18
1396,NGC0012,G,Psc,0,5,5.22,13.18
2752,NGC3725,G,UMa,22,6,9.39,13.18
2974,NGC5355,G,CVn,22,23,1.04,13.18
1863,NGC0702 NED02,G,Cet,3,6,3.13,13.19
1163,IC4553,G,Se1,22,23,1.04,13.19
4478,NGC7677,G,Peg,23,6,8.35,13.19
2287,NGC1355,G,Eri,5,6,1.04,13.19
4286,NGC7463,G,Peg,23,5,7.3,13.19
2102,NGC1036,G,Ari,1,6,5.22,13.19
1470,NGC0105,G,Psc,0,6,6.26,13.2
163,IC0213,G,Ari,1,6,5.22,13.2
3287,NGC6007,G,Se1,22,23,1.04,13.2
522,IC1231,G,Dra,23,3,5.22,13.2
219,IC0289,PN,Cas,23,3,5.22,13.2
4392,NGC7578B,G,Peg,23,5,7.3,13.2
3632,NGC6434,G,Dra,22,6,9.39,13.2
4348,NGC7537,G,Psc,0,4,5.22,13.2
2014,NGC0918,G,Ari,1,6,5.22,13.21
4453,NGC7643,G,Peg,0,5,6.26,13.21
1468,NGC0100,G,Psc,0,6,7.3,13.21
2488,NGC2341,G,Gem,5,6,1.04,13.21
4383,NGC7570,G,Peg,0,5,6.26,13.21
2466,NGC2291,G,Gem,4,6,2.09,13.21
2525,NGC2444,G,Lyn,5,6,1.04,13.22
2110,NGC1044 NED01,G,Cet,2,6,4.17,13.22
3460,NGC6195,G,Her,22,1,4.17,13.22
2858,NGC4566,G,UMa,22,23,1.04,13.23
2526,NGC2445,G,Lyn,5,6,1.04,13.24
1707,NGC0485,G,Psc,1,6,5.22,13.25
2020,NGC0926,G,Cet,3,6,3.13,13.25
1886,NGC0735,G,Tri,0,6,6.26,13.25
24,IC0043,G,And,0,6,7.3,13.25
1601,NGC0326 NED01,G,Psc,0,6,7.3,13.26
2596,NGC2675,G,UMa,4,6,2.09,13.26
118,IC0167,G,Ari,0,6,6.26,13.26
2640,NGC2856,G,UMa,5,6,1.04,13.26
114,IC0163,G,Ari,0,6,6.26,13.26
2262,NGC1294,G,Per,0,4,4.17,13.26
4288,NGC7465,G,Peg,23,5,7.3,13.27
1604,NGC0329,G,Cet,2,4,2.09,13.27
4154,NGC7290,G,Peg,22,5,8.35,13.27
3494,NGC6240,G,Oph,22,23,1.04,13.27
1175,IC4566,G,Boo,22,0,3.13,13.27
1462,NGC0093,G,And,0,6,7.3,13.27
3408,NGC6131,G,CrB,22,0,3.13,13.28
930,IC1823,G,Tri,0,6,6.26,13.28
126,IC0178,G,And,0,6,7.3,13.28
1812,NGC0622,G,Cet,2,6,4.17,13.28
1870,NGC0708,G,And,0,6,7.3,13.29
4585,NGC7805,G,Peg,23,6,8.35,13.29
2894,NGC4974,G,UMa,22,0,2.09,13.3
4075,NGC7139,PN,Cep,22,6,9.39,13.3
2952,NGC5311,G,CVn,22,23,1.04,13.3
3550,NGC6315,G,Her,22,0,3.13,13.31
2864,NGC4646,G,UMa,22,23,1.04,13.31
1698,NGC0471,G,Psc,0,6,6.26,13.32
3757,NGC6627,G,Her,22,0,3.13,13.32
1068,IC2389,G,Cam,22,6,9.39,13.32
1864,NGC0703,G,And,0,6,7.3,13.33
1783,NGC0579,G,Tri,0,6,7.3,13.33
2308,NGC1451,G,Eri,5,6,1.04,13.34
1762,NGC0547,G,Cet,2,6,4.17,13.34
1761,NGC0545,G,Cet,2,6,4.17,13.34
585,IC1302,G,Cyg,22,3,6.26,13.35
2254,NGC1281,G,Per,0,3,3.13,13.35
3079,NGC5608,G,Boo,22,0,2.09,13.36
3284,NGC6003,G,Se1,22,23,1.04,13.36
3149,NGC5735,G,Boo,22,23,1.04,13.36
513,IC1222,G,Her,23,1,3.13,13.37
913,IC1802,G,Ari,1,6,5.22,13.37
2981,NGC5372,G,UMa,22,0,3.13,13.37
1837,NGC0666,G,Tri,0,6,7.3,13.37
2871,NGC4695,G,UMa,22,23,1.04,13.38
4435,NGC7620,G,Peg,23,6,8.35,13.38
2272,NGC1320,G,Eri,4,6,2.09,13.38
3218,NGC5900,G,Boo,22,0,2.09,13.39
4184,NGC7335,G,Peg,22,6,9.39,13.39
4168,NGC7318A,G,Peg,22,6,9.39,13.39
2261,NGC1293,G,Per,0,4,4.17,13.39
3761,NGC6635,G,Her,22,0,3.13,13.4
720,IC1508,G,Peg,0,5,6.26,13.4
1389,NGC0003,G,Psc,0,5,5.22,13.4
4056,NGC7094,PN,Peg,22,3,6.26,13.4
3833,NGC6742,PN,Dra,0,4,4.17,13.4
1733,NGC0513,G,And,0,6,7.3,13.4
2930,NGC5238,G,CVn,22,0,2.09,13.4
2253,NGC1280,G,Cet,4,6,2.09,13.41
609,IC1364,G,Equ,23,2,4.17,13.41
2985,NGC5379,G,UMa,22,0,3.13,13.42
2934,NGC5256,GPair,UMa,22,23,1.04,13.42
559,IC1267,G,Dra,0,4,5.22,13.42
1603,NGC0327,G,Cet,2,4,2.09,13.42
1962,NGC0840,G,Cet,2,6,4.17,13.42
2668,NGC3073,G,UMa,5,6,1.04,13.43
2027,NGC0934,G,Cet,3,6,3.13,13.43
3946,NGC6926,G,Aql,23,1,3.13,13.43
445,IC1156,G,Her,22,0,2.09,13.44
3087,NGC5622,G,Boo,22,0,2.09,13.44
3944,NGC6921,G,Vul,22,3,6.26,13.44
3295,NGC6018,G,Se1,22,23,1.04,13.44
4347,NGC7536,G,Peg,23,5,7.3,13.45
3571,NGC6347,G,Her,22,0,3.13,13.45
1880,NGC0721,G,And,0,6,7.3,13.46
3186,NGC5829,G,Boo,22,23,1.04,13.47
4317,NGC7501,G,Psc,0,4,5.22,13.47
221,IC0292,G,Per,0,3,3.13,13.47
2307,NGC1449,G,Eri,5,6,1.04,13.47
4408,NGC7593,G,Peg,0,5,6.26,13.48
3308,NGC6028,G,Her,22,0,2.09,13.48
4170,NGC7319,G,Peg,22,6,9.39,13.48
1967,NGC0845,G,And,0,6,6.26,13.49
1911,NGC0770,G,Ari,1,6,5.22,13.49
3323,NGC6047,G,Her,22,23,1.04,13.49
1526,NGC0196,G,Cet,1,5,4.17,13.49
4318,NGC7503,G,Psc,0,4,5.22,13.49
3811,NGC6695,G,Lyr,0,3,4.17,13.49
4331,NGC7518,G,Psc,0,4,5.22,13.49
1450,NGC0078B,G,Psc,1,5,4.17,13.5
1680,NGC0446,G,Psc,1,6,5.22,13.5
3073,NGC5596,G,Boo,22,23,1.04,13.5
420,IC1129,G,UMi,22,4,7.3,13.5
4043,NGC7076,PN,Cep,22,6,9.39,13.5
3078,NGC5607,G,UMi,22,6,9.39,13.5
3643,NGC6454,G,Dra,0,3,4.17,13.5
2113,NGC1050,G,Per,0,4,4.17,13.5
3313,NGC6035,G,Her,22,0,2.09,13.5
4191,NGC7343,G,Peg,22,6,9.39,13.5
3279,NGC5993,G,Boo,22,0,3.13,13.51
4267,NGC7440,G,And,22,6,9.39,13.51
2250,NGC1277,G,Per,0,3,3.13,13.51
4522,NGC7731,G,Psc,0,4,4.17,13.51
3111,NGC5672,G,Boo,22,23,1.04,13.52
3981,NGC6969,G,Del,22,2,5.22,13.52
1527,NGC0197,G,Cet,1,5,4.17,13.53
3312,NGC6034,G,Her,22,23,1.04,13.53
2333,NGC1541,G,Tau,5,6,1.04,13.53
3865,NGC6789,G,Dra,0,6,6.26,13.54
1984,NGC0871,G,Ari,1,6,5.22,13.55
1033,IC2174,G,Cam,22,6,9.39,13.55
546,IC1256,G,Her,22,0,3.13,13.55
3350,NGC6073,G,Her,22,23,1.04,13.55
4117,NGC7236,G,Peg,22,4,7.3,13.55
4406,NGC7592B,G,Aqr,1,3,2.09,13.56
1443,NGC0072,G,And,23,6,8.35,13.56
3311,NGC6032,G,Her,22,0,2.09,13.56
1595,NGC0317A,G,And,23,6,8.35,13.56
1338,IC5309,G,Psc,0,5,6.26,13.56
3532,NGC6290,G,Dra,23,3,5.22,13.56
4405,NGC7592A,G,Aqr,1,3,2.09,13.56
